Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Transmembrane
Q8N609,reviewed,TR1L1_HUMAN,Translocating chain-associated membrane protein 1-like 1,TRAM1L1,Homo sapiens (Human),369,"TRANSMEM 30..50; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 82..102; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 122..142; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 165..185; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 197..215; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 220..242; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 250..270; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 298..318; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N661,reviewed,TM86B_HUMAN,Lysoplasmalogenase TMEM86B (EC 3.3.2.2) (Transmembrane protein 86B),TMEM86B,Homo sapiens (Human),226,"TRANSMEM 24..40; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 47..67; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 76..93; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 101..117; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 124..140; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 147..163; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 172..188; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 200..218; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N682,reviewed,DRAM1_HUMAN,DNA damage-regulated autophagy modulator protein 1 (Damage-regulated autophagy modulator),DRAM1 DRAM,Homo sapiens (Human),238,"TRANSMEM 9..29; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 53..73; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 91..111; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 116..136; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 161..181; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 200..220; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N695,reviewed,SC5A8_HUMAN,Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8),SLC5A8 AIT SMCT SMCT1,Homo sapiens (Human),610,"TRANSMEM 10..30; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 52..72; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 84..104; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 133..153; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 162..182; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 190..210; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 240..260; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 280..300; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 337..359; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 390..410; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 416..436; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 440..460; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 519..539; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N697,reviewed,S15A4_HUMAN,Solute carrier family 15 member 4 (Peptide transporter 4) (Peptide/histidine transporter 1) (hPHT1),SLC15A4 PHT1 PTR4 FP12591,Homo sapiens (Human),577,"TRANSMEM 49..69; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 76..96; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 105..125; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 158..178; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 194..214; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 222..242; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 318..338; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 363..383; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 405..425; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 459..479; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 490..510; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 535..555; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N6C5,reviewed,IGSF1_HUMAN,Immunoglobulin superfamily member 1 (IgSF1) (Immunoglobulin-like domain-containing protein 1) (Inhibin-binding protein) (InhBP) (Pituitary gland-specific factor 2) (p120),IGSF1 IGDC1 KIAA0364 PGSF2,Homo sapiens (Human),1336,"TRANSMEM 519..539; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 560..580; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N6D2,reviewed,RN182_HUMAN,E3 ubiquitin-protein ligase RNF182 (EC 2.3.2.27) (RING finger protein 182) (RING-type E3 ubiquitin transferase RNF182),RNF182,Homo sapiens (Human),247,"TRANSMEM 184..204; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 211..231; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N6F1,reviewed,CLD19_HUMAN,Claudin-19,CLDN19,Homo sapiens (Human),224,"TRANSMEM 8..28; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 82..102; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 118..138; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 161..181; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N6G5,reviewed,CGAT2_HUMAN,"Chondroitin sulfate N-acetylgalactosaminyltransferase 2 (EC 2.4.1.174) (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 2) (Beta4GalNAcT-2) (GalNAcT-2)",CSGALNACT2 CHGN2 GALNACT2 PRO0082,Homo sapiens (Human),542,"TRANSMEM 12..32; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
Q8N6I4,reviewed,LYSET_HUMAN,Lysosomal enzyme trafficking factor (GNPTAB cleavage and activity factor) (GCAF) (Transmembrane protein 251),LYSET C14orf109 TMEM251,Homo sapiens (Human),163,"TRANSMEM 40..60; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 98..118; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N6K0,reviewed,TEX29_HUMAN,Testis-expressed protein 29,TEX29 C13orf16,Homo sapiens (Human),151,"TRANSMEM 57..77; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N6L0,reviewed,KASH5_HUMAN,Protein KASH5 (Coiled-coil domain-containing protein 155) (KASH domain-containing protein 5),KASH5 CCDC155,Homo sapiens (Human),562,"TRANSMEM 522..542; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255"""
Q8N6L1,reviewed,KTAP2_HUMAN,Keratinocyte-associated protein 2 (KCP-2) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2),KRTCAP2 KCP2,Homo sapiens (Human),136,"TRANSMEM 6..23; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 35..55; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 76..108; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N6M3,reviewed,FITM2_HUMAN,Acyl-coenzyme A diphosphatase FITM2 (EC 3.6.1.-) (Fat storage-inducing transmembrane protein 2) (Fat-inducing protein 2),FITM2 C20orf142 FIT2,Homo sapiens (Human),262,"TRANSMEM 24..44; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 58..78; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 94..114; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 146..166; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 191..211; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 219..239; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N6P7,reviewed,I22R1_HUMAN,Interleukin-22 receptor subunit alpha-1 (IL-22 receptor subunit alpha-1) (IL-22R-alpha-1) (IL-22RA1) (Cytokine receptor class-II member 9) (Cytokine receptor family 2 member 9) (CRF2-9) (ZcytoR11),IL22RA1 IL22R,Homo sapiens (Human),574,"TRANSMEM 229..249; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N6R1,reviewed,SERP2_HUMAN,Stress-associated endoplasmic reticulum protein 2 (Ribosome-associated membrane protein RAMP4-2),SERP2 C13orf21,Homo sapiens (Human),65,"TRANSMEM 38..58; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N6U8,reviewed,GP161_HUMAN,G-protein coupled receptor 161 (G-protein coupled receptor RE2),GPR161,Homo sapiens (Human),529,"TRANSMEM 31..51; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 65..85; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 102..123; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 144..164; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 191..211; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 270..290; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 307..327; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q8N743,reviewed,KI3L3_HUMAN,Killer cell immunoglobulin-like receptor 3DL3 (CD158 antigen-like family member Z) (Killer cell inhibitory receptor 1) (CD antigen CD158z),KIR3DL3 CD158Z KIR3DL7 KIRC1,Homo sapiens (Human),410,"TRANSMEM 323..343; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N766,reviewed,EMC1_HUMAN,ER membrane protein complex subunit 1,EMC1 KIAA0090 PSEC0263,Homo sapiens (Human),993,"TRANSMEM 963..983; /note=""Helical""; /evidence=""ECO:0000269|PubMed:32439656"""
Q8N7C0,reviewed,LRC52_HUMAN,Leucine-rich repeat-containing protein 52 (BK channel auxiliary gamma subunit LRRC52),LRRC52,Homo sapiens (Human),313,"TRANSMEM 245..265; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N8N0,reviewed,RN152_HUMAN,E3 ubiquitin-protein ligase RNF152 (EC 2.3.2.27) (RING finger protein 152) (RING-type E3 ubiquitin transferase RNF152),RNF152,Homo sapiens (Human),203,"TRANSMEM 167..187; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N8Q1,reviewed,C56D1_HUMAN,Probable transmembrane reductase CYB561D1 (EC 7.2.1.3) (Cytochrome b561 domain-containing protein 1),CYB561D1,Homo sapiens (Human),229,"TRANSMEM 25..45; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 54..74; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 92..112; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 129..149; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 170..190; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 194..214; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N8Q8,reviewed,COX18_HUMAN,"Cytochrome c oxidase assembly protein COX18, mitochondrial (COX18Hs) (Cytochrome c oxidase assembly protein 18)",COX18 OXA1L2,Homo sapiens (Human),333,"TRANSMEM 168..188; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 224..244; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 263..283; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N8R3,reviewed,S2529_HUMAN,Mitochondrial basic amino acids transporter (Carnitine/acylcarnitine translocase-like) (CACT-like) (Mitochondrial carnitine/acylcarnitine carrier protein CACL) (Mitochondrial ornithine transporter 3) (Solute carrier family 25 member 29),SLC25A29 C14orf69 ORNT3,Homo sapiens (Human),303,"TRANSMEM 2..22; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 61..81; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 96..116; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 153..172; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 187..207; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 255..275; /note=""Helical; Name=6""; /evidence=""ECO:0000255"""
Q8N912,reviewed,NRAC_HUMAN,Nutritionally-regulated adipose and cardiac enriched protein homolog,NRAC C14orf180 C14orf77,Homo sapiens (Human),160,"TRANSMEM 101..121; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N966,reviewed,ZDH22_HUMAN,Palmitoyltransferase ZDHHC22 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 22) (DHHC-22) (zDHHC22),ZDHHC22 C14orf59,Homo sapiens (Human),263,"TRANSMEM 10..30; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 49..69; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 126..146; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 147..167; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 183..203; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N9A8,reviewed,NEPR1_HUMAN,Nuclear envelope phosphatase-regulatory subunit 1 (NEP1-R1) (Transmembrane protein 188),CNEP1R1 C16orf69 TMEM188,Homo sapiens (Human),125,"TRANSMEM 33..53; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 65..85; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N9F0,reviewed,NAT8L_HUMAN,N-acetylaspartate synthetase (NAA synthetase) (EC 2.3.1.17) (Camello-like protein 3) (N-acetyltransferase 8-like protein),NAT8L CML3,Homo sapiens (Human),302,"TRANSMEM 121..141; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N9F7,reviewed,GDPD1_HUMAN,Lysophospholipase D GDPD1 (EC 3.1.4.-) (Glycerophosphodiester phosphodiesterase 4) (Glycerophosphodiester phosphodiesterase domain-containing protein 1),GDPD1 GDE4,Homo sapiens (Human),314,"TRANSMEM 4..24; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 196..216; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N9I0,reviewed,SYT2_HUMAN,Synaptotagmin-2 (Synaptotagmin II) (SytII),SYT2,Homo sapiens (Human),419,"TRANSMEM 63..83; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N9I5,reviewed,FADS6_HUMAN,Fatty acid desaturase 6 (EC 1.14.19.-),FADS6 FP18279,Homo sapiens (Human),356,"TRANSMEM 54..74; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 78..98; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 118..138; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 166..186; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 200..220; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 269..289; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N9M5,reviewed,TM102_HUMAN,Transmembrane protein 102 (Common beta-chain associated protein) (CBAP),TMEM102,Homo sapiens (Human),508,"TRANSMEM 261..278; /note=""Helical""; /evidence=""ECO:0000255"""
Q8N9R8,reviewed,SCAI_HUMAN,Protein SCAI (Suppressor of cancer cell invasion protein),SCAI C9orf126,Homo sapiens (Human),606,"TRANSMEM 472..492; /note=""Helical""; /evidence=""ECO:0000255"""
Q8NA29,reviewed,NLS1_HUMAN,Sodium-dependent lysophosphatidylcholine symporter 1 (NLS1) (Sodium-dependent LPC symporter 1) (Major facilitator superfamily domain-containing protein 2A) (HsMFSD2A) (MFSD2a),MFSD2A MFSD2 NLS1 HMFN0656 PP9177 UNQ300/PRO341,Homo sapiens (Human),543,"TRANSMEM 41..70; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q9DA75""; TRANSMEM 95..115; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q9DA75""; TRANSMEM 128..147; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q9DA75""; TRANSMEM 158..182; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q9DA75""; TRANSMEM 190..221; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q9DA75""; TRANSMEM 242..275; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q9DA75""; TRANSMEM 307..333; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q9DA75""; TRANSMEM 345..363; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q9DA75""; TRANSMEM 368..389; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q9DA75""; TRANSMEM 393..429; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q9DA75""; TRANSMEM 440..466; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q9DA75""; TRANSMEM 479..502; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q9DA75"""
Q8NA58,reviewed,PNDC1_HUMAN,Poly(A)-specific ribonuclease PNLDC1 (EC 3.1.13.4) (PARN-like domain-containing protein 1) (Poly(A)-specific ribonuclease domain-containing protein 1) (HsPNLDC1),PNLDC1,Homo sapiens (Human),520,"TRANSMEM 495..515; /note=""Helical""; /evidence=""ECO:0000255"""
Q8NAC3,reviewed,I17RC_HUMAN,Interleukin-17 receptor C (IL-17 receptor C) (IL-17RC) (Interleukin-17 receptor homolog) (IL17Rhom) (Interleukin-17 receptor-like protein) (IL-17RL) (ZcytoR14),IL17RC UNQ6118/PRO20040/PRO38901,Homo sapiens (Human),791,"TRANSMEM 539..559; /note=""Helical""; /evidence=""ECO:0000255"""
Q8NAN2,reviewed,MIGA1_HUMAN,Mitoguardin 1 (Protein FAM73A),MIGA1 FAM73A,Homo sapiens (Human),632,"TRANSMEM 70..90; /note=""Helical""; /evidence=""ECO:0000255"""
Q8NAT1,reviewed,PMGT2_HUMAN,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 (POMGnT2) (EC 2.4.1.312) (Extracellular O-linked N-acetylglucosamine transferase-like) (Glycosyltransferase-like domain-containing protein 2)",POMGNT2 AGO61 C3orf39 EOGTL GTDC2,Homo sapiens (Human),580,"TRANSMEM 5..25; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
Q8NAU1,reviewed,FNDC5_HUMAN,Fibronectin type III domain-containing protein 5 (Fibronectin type III repeat-containing protein 2) [Cleaved into: Irisin],FNDC5 FRCP2,Homo sapiens (Human),212,"TRANSMEM 153..173; /note=""Helical""; /evidence=""ECO:0000255"""
Q8NB49,reviewed,AT11C_HUMAN,Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C),ATP11C ATPIG ATPIQ,Homo sapiens (Human),1132,"TRANSMEM 67..85; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 87..107; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 291..311; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 347..367; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 880..900; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 909..929; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 956..976; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 996..1016; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1027..1047; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1070..1090; /note=""Helical""; /evidence=""ECO:0000255"""
Q8NB59,reviewed,SYT14_HUMAN,Synaptotagmin-14 (Synaptotagmin XIV) (SytXIV),SYT14,Homo sapiens (Human),555,"TRANSMEM 25..47; /note=""Helical; Signal-anchor for type III membrane protein""; /evidence=""ECO:0000255"""
Q8NBD8,reviewed,T229B_HUMAN,Transmembrane protein 229B,TMEM229B C14orf83,Homo sapiens (Human),167,"TRANSMEM 15..35; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 41..61; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 74..94; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 110..130; /note=""Helical""; /evidence=""ECO:0000255"""
Q8NBI2,reviewed,CYAC3_HUMAN,Lysosomal membrane ascorbate-dependent ferrireductase CYB561A3 (EC 7.2.1.3) (Cytochrome b ascorbate-dependent protein 3) (Cytochrome b561 family member A3) (Lysosomal cytochrome b) (LCytb),CYB561A3 CYBASC3 PSEC0259,Homo sapiens (Human),242,"TRANSMEM 8..28; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 46..66; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 84..104; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 120..140; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 155..175; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 203..223; /note=""Helical""; /evidence=""ECO:0000255"""
Q8NBI5,reviewed,S43A3_HUMAN,Equilibrative nucleobase transporter 1 (Protein FOAP-13) (Solute carrier family 43 member 3),SLC43A3 ENBT1 PSEC0252,Homo sapiens (Human),491,"TRANSMEM 17..37; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 72..92; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 102..122; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 123..143; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 156..176; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 188..208; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 279..299; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 319..339; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 356..376; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 396..418; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 427..447; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 456..476; /note=""Helical""; /evidence=""ECO:0000255"""
Q8NBI6,reviewed,XXLT1_HUMAN,"Xyloside xylosyltransferase 1 (EC 2.4.2.62) (UDP-xylose:alpha-xyloside alpha-1,3-xylosyltransferase)",XXYLT1 C3orf21 PSEC0251,Homo sapiens (Human),393,"TRANSMEM 24..44; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
Q8NBJ4,reviewed,GOLM1_HUMAN,Golgi membrane protein 1 (Golgi membrane protein GP73) (Golgi phosphoprotein 2),GOLM1 C9orf155 GOLPH2 PSEC0242 UNQ686/PRO1326,Homo sapiens (Human),401,"TRANSMEM 13..35; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
Q8NBJ9,reviewed,SIDT2_HUMAN,SID1 transmembrane family member 2,SIDT2 CGI-40 PSEC0072 UNQ685/PRO1325,Homo sapiens (Human),832,"TRANSMEM 297..317; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 448..468; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 500..520; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 547..567; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 606..626; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 632..652; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 689..709; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 716..736; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 747..767; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 797..817; /note=""Helical""; /evidence=""ECO:0000255"""
Q8NBM4,reviewed,UBAC2_HUMAN,Ubiquitin-associated domain-containing protein 2 (UBA domain-containing protein 2) (Phosphoglycerate dehydrogenase-like protein 1),UBAC2 PHGDHL1 PSEC0110,Homo sapiens (Human),344,"TRANSMEM 92..112; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 126..146; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 164..184; /note=""Helical""; /evidence=""ECO:0000255"""
Q8NBN3,reviewed,TM87A_HUMAN,Transmembrane protein 87A (Elkin1),TMEM87A PSEC0094,Homo sapiens (Human),555,"TRANSMEM 226..246; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 258..278; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 306..322; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 326..346; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 362..382; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 404..424; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 438..458; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
