PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[2] ID73771_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[3] ID73772_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[4] ID73775_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[5] ID73776_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[6] ID73777_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[7] ID73778_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[8] ID73779_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[9] ID73780_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[10] ID73781_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[11] ID73784_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[12] ID73785_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[13] ID73786_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[14] ID73787_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[15] ID73788_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[16] ID73789_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[17] ID73790_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[18] ID73793_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[19] ID73794_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[20] ID73795_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[21] ID73796_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[22] ID73797_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[23] ID73798_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[24] ID73799_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[25] ID73802_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[26] ID73803_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[27] ID73804_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[28] ID73805_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[29] ID73806_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[30] ID73806_02_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[31] ID73806_03_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.Quantity,[2] ID73771_01_MA10140C_06010_100422.htrms.PG.Quantity,[3] ID73772_01_MA10140C_06010_100422.htrms.PG.Quantity,[4] ID73775_01_MA10140C_06010_100422.htrms.PG.Quantity,[5] ID73776_01_MA10140C_06010_100422.htrms.PG.Quantity,[6] ID73777_01_MA10140C_06010_100422.htrms.PG.Quantity,[7] ID73778_01_MA10140C_06010_100422.htrms.PG.Quantity,[8] ID73779_01_MA10140C_06010_100422.htrms.PG.Quantity,[9] ID73780_01_MA10140C_06010_100422.htrms.PG.Quantity,[10] ID73781_01_MA10140C_06010_100422.htrms.PG.Quantity,[11] ID73784_01_MA10140C_06010_100422.htrms.PG.Quantity,[12] ID73785_01_MA10140C_06010_100422.htrms.PG.Quantity,[13] ID73786_01_MA10140C_06010_100422.htrms.PG.Quantity,[14] ID73787_01_MA10140C_06010_100422.htrms.PG.Quantity,[15] ID73788_01_MA10140C_06010_100422.htrms.PG.Quantity,[16] ID73789_01_MA10140C_06010_100422.htrms.PG.Quantity,[17] ID73790_01_MA10140C_06010_100422.htrms.PG.Quantity,[18] ID73793_01_MA10140C_06010_100422.htrms.PG.Quantity,[19] ID73794_01_MA10140C_06010_100422.htrms.PG.Quantity,[20] ID73795_01_MA10140C_06010_100422.htrms.PG.Quantity,[21] ID73796_01_MA10140C_06010_100422.htrms.PG.Quantity,[22] ID73797_01_MA10140C_06010_100422.htrms.PG.Quantity,[23] ID73798_01_MA10140C_06010_100422.htrms.PG.Quantity,[24] ID73799_01_MA10140C_06010_100422.htrms.PG.Quantity,[25] ID73802_01_MA10140C_06010_100422.htrms.PG.Quantity,[26] ID73803_01_MA10140C_06010_100422.htrms.PG.Quantity,[27] ID73804_01_MA10140C_06010_100422.htrms.PG.Quantity,[28] ID73805_01_MA10140C_06010_100422.htrms.PG.Quantity,[29] ID73806_01_MA10140C_6010_100422.htrms.PG.Quantity,[30] ID73806_02_MA10140C_6010_100422.htrms.PG.Quantity,[31] ID73806_03_MA10140C_06010_100422.htrms.PG.Quantity
P24158,PRTN3,Myeloblastin,P24158,PRTN3_HUMAN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15090.8271484375,23915.13671875,16184.09375,19778.349609375,16339.724609375,15521.2939453125,16638.203125,27502.109375,39472.60546875,29176.982421875,33160,29869.900390625,25651.708984375,27004.419921875,10161.1025390625,14665.3564453125,11897.265625,12918.96484375,12952.4736328125,12730.876953125,13736.1259765625,31394,31404.453125,33546.37109375,31670.728515625,32349.98828125,29055.470703125,29992.345703125,23408.216796875,23413.74609375,22915.28125
P24666,ACP1,Low molecular weight phosphotyrosine protein phosphatase,P24666,PPAC_HUMAN,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,305882.28125,315755.6875,289824.1875,290523.28125,279377.78125,290878.21875,270548.3125,219470.8125,251404.75,225225.25,213152.90625,212402.328125,212250.65625,214481.171875,230930.328125,237902.046875,240639.859375,240752.90625,228418.484375,221428.15625,220626.71875,312786.6875,308010.15625,293332.0625,300232.78125,290460.3125,305797.90625,286497,249557.84375,256210.25,246817.78125
P24844,MYL9,Myosin regulatory light polypeptide 9,P24844,MYL9_HUMAN,2,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,3,3,3,2,3,3,3,2892.313720703125,5734.53857421875,5631.98291015625,5424.939453125,4468.45068359375,4390.60205078125,4976.90478515625,5401.98681640625,5889.35888671875,8745.8076171875,6125.86669921875,7049.2314453125,4694.19921875,5472.6904296875,2128.668701171875,7876.9462890625,6092.98046875,4989.2197265625,6676.24365234375,4951.07568359375,3549.084716796875,8072.93798828125,10330.681640625,11344.794921875,8265.0693359375,6656.61962890625,6102.1162109375,7693.54296875,6832.48193359375,6686.7685546875,6157.4267578125
P25311,AZGP1,Zinc-alpha-2-glycoprotein,P25311,ZA2G_HUMAN,27,26,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,460507.9375,454998.84375,422986.125,435895,467568,446250.25,454780,366957.15625,378660.4375,347395.0625,375011.84375,368139.59375,358247.625,400514.96875,438451.5625,431689.375,423955.34375,419478.21875,450163.71875,467322.8125,507409.4375,373043.5625,380304.9375,393881.5625,377870.3125,362077.78125,359675.5625,428242.03125,417681.65625,413390.1875,387114.125
P25325,MPST,3-mercaptopyruvate sulfurtransferase,P25325,THTM_HUMAN,22,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,91800.40625,91958.078125,90911.6015625,88735.6875,87941.6953125,90928.9296875,89159.09375,111323.9296875,117573.59375,112042.5859375,111383.78125,114289.4453125,113218.921875,111916.265625,116074.140625,119008.2109375,119367.0859375,115961.1640625,115341.1171875,111269.7265625,111434.0234375,108081.9140625,107417.0390625,105665.75,103341.7578125,107991.1875,103878.3203125,100716.7578125,104695.09375,106562.265625,101864.8046875
P25685,DNAJB1,DnaJ homolog subfamily B member 1,P25685,DNJB1_HUMAN,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,17005.173828125,15105.0732421875,18206.447265625,17496.888671875,16358.8916015625,15672.5625,16173.478515625,13751.271484375,12025.8212890625,13213.0185546875,13778.8466796875,13669.154296875,12761.0751953125,13164.8154296875,11766.107421875,12805.736328125,12324.5927734375,11762.8447265625,11941.111328125,10636.1640625,10779.65234375,14407.82421875,13307.3544921875,14089.2724609375,13394.830078125,14243.037109375,13623.732421875,11402.572265625,13432.7685546875,14142.33203125,13587.78125
P25686,DNAJB2,DnaJ homolog subfamily B member 2,P25686,DNJB2_HUMAN,8,8,8,7,8,8,7,7,8,7,7,8,8,7,8,8,8,7,8,7,8,7,8,7,7,8,8,8,8,7,8,37775.37890625,35459.30078125,35298.65234375,33956.84765625,33532.3046875,33142.921875,33785.53125,32469.234375,33046.765625,30767.248046875,27150.7421875,29721.51171875,31177.08984375,29890.416015625,34272.21875,37793.19140625,35826.359375,37526.10546875,37127.6328125,34238.90234375,35092.87109375,35920.921875,36260.46875,32776.48828125,31384.0234375,34035.5625,36937.01953125,35040.27734375,33072.91796875,34816.84375,34538.42578125
P25705,ATP5F1A,"ATP synthase subunit alpha, mitochondrial",P25705,ATPA_HUMAN,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4261.828125,6258.5107421875,4406.46044921875,4700.2216796875,3283.498779296875,4110.54443359375,3406.283447265625,5923.7568359375,8234.0068359375,8996.609375,9015.189453125,8889.40234375,5379.84814453125,8428.60546875,3097.042236328125,5495.26220703125,5768.48876953125,5378.7822265625,4707.52490234375,4425.03369140625,4389.9130859375,6092.92138671875,9705.00390625,10632.236328125,9598.8310546875,10073.7001953125,6501.95263671875,8594.3828125,7556.89599609375,6319.64501953125,6596.33935546875
P25786,PSMA1,Proteasome subunit alpha type-1,P25786,PSA1_HUMAN,20,19,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,174409.5,174201.28125,176985.953125,170979.484375,169571.921875,175205.09375,172248.390625,156860.875,156426.21875,158140.84375,157487.0625,157748.71875,156791.375,157498.796875,186277.625,184228.015625,195363.578125,188967.84375,188083.96875,174673.078125,171904.609375,174586.203125,170461.453125,163203.671875,166311.328125,168885.734375,174690.96875,170357,174390.296875,170277.375,166583.40625
P25787,PSMA2,Proteasome subunit alpha type-2,P25787,PSA2_HUMAN,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,73818.3203125,76855.0625,71335.4609375,73508.96875,69045.046875,71538.25,71231.3515625,66395.078125,72675.90625,67215.8125,62115.3046875,68907.6328125,66700.7734375,64305.5859375,81242.453125,80680.875,81100.3046875,79627.078125,78407.2109375,77637.1953125,76412.3515625,75049.9453125,72345.6015625,72511.359375,74998.671875,78097.5625,79015.15625,70452.2890625,69859.125,72682.46875,72942.9453125
P25788,PSMA3,Proteasome subunit alpha type-3,P25788,PSA3_HUMAN,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,52899.43359375,56589.75,50170.640625,48793.2890625,51509.875,42755.07421875,49860.66796875,49290.515625,52981.5703125,49393.953125,49129.71484375,48916.828125,46838.91796875,43618.2421875,54393.640625,54017.29296875,56378.02734375,53953.8046875,53258.19140625,54054.5703125,51636.24609375,54526.08203125,50470.56640625,50446.4609375,50127.7421875,49114.33984375,52212.3984375,52331.65234375,53253.34765625,52040.0859375,54252.328125
P25789,PSMA4,Proteasome subunit alpha type-4,P25789,PSA4_HUMAN,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,56356.00390625,57560.48828125,59612.6484375,56551.19921875,55260.37109375,55864.98046875,56612.8671875,53508.32421875,57795.11328125,53684.19140625,53528.58984375,54643.47265625,54352.48828125,49488.1328125,64334.2890625,62663.6796875,66446.9296875,64026.484375,61827.99609375,58866.53125,60757.6796875,60424.73828125,56085.01953125,56785.95703125,56764.22265625,58527.2265625,58891.91015625,57935.6015625,57820.69921875,58982.37890625,56961.09765625
P25815,S100P,Protein S100-P,P25815,S100P_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1558.703125,2904.26171875,1531.9488525390625,1230.9476318359375,1644.8909912109375,913.2093505859375,1731.388671875,4269.47314453125,12194.6669921875,4127.35986328125,5876.81201171875,5210.93408203125,5368.5244140625,5358.669921875,1801.54931640625,4027.44921875,1706.541748046875,3086.1015625,3138.92529296875,2912.213134765625,4199.7607421875,5693.83154296875,6114.83837890625,6162.60009765625,7207.66748046875,6642.986328125,5787.0869140625,6864.234375,4011.71044921875,4087.8984375,3548.91455078125
P26038,MSN,Moesin,P26038,MOES_HUMAN,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,16,17,17,17,16,16,17,17,17,17,17,17,17,17,17,17,63362.34765625,65871.7578125,69775.53125,68986.578125,70273.8125,67983.2890625,65329.578125,74088.0859375,78717.1171875,79525.8359375,79770.9453125,77241.1640625,77549.4140625,83248.15625,66621.0390625,66934.8359375,70516.734375,69649.7109375,71289.6640625,66369.09375,67790.84375,74473.5390625,80251.46875,81264.3671875,77010.9765625,81170.9609375,80847.4140625,80796.890625,70640.8671875,70980.140625,74503.53125
P26447,S100A4,Protein S100-A4,P26447,S10A4_HUMAN,12,11,12,12,12,13,12,13,11,13,12,12,12,13,12,12,12,12,12,13,12,13,13,13,12,12,13,12,12,12,12,856758.25,812827.1875,878227.875,827420.375,835891,873632.375,839218.625,1028810.3125,944804.25,1019729.5625,1001682.875,1028861.8125,1007139.8125,1056971,681717,670583.25,675941.9375,683385.625,679535.3125,637672.6875,676842.1875,674612.625,686757.8125,647145.375,676942.8125,686099,715610.875,690404.1875,792235.4375,784172.5625,783714.125
P26583,HMGB2,High mobility group protein B2,P26583,HMGB2_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9896.734375,8397.173828125,11925.2998046875,15744.4208984375,14325.44140625,9554.056640625,12368.0224609375,15074.673828125,8661.9853515625,14675.70703125,15871.1123046875,16830.400390625,14284.7314453125,10704.99609375,8524.6484375,7367.107421875,10627.7705078125,8720.26171875,11150.439453125,11397.76953125,7972.7802734375,11761.6103515625,15907.8330078125,11238.3017578125,12815.9892578125,12118.7685546875,13230.2490234375,13104.89453125,9588.794921875,10442.12890625,10490.650390625
P26599,PTBP1,Polypyrimidine tract-binding protein 1,P26599,PTBP1_HUMAN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13887.3037109375,14612.3095703125,15178.5205078125,15260.240234375,14222.015625,14723.6767578125,14135.345703125,14215.4462890625,15450.9404296875,14603.677734375,14416.5380859375,14778.21484375,14254.5263671875,14794.966796875,13403.234375,13001.4482421875,14129.201171875,13209.1552734375,12390.4345703125,12547.3525390625,11865.0185546875,15781.8349609375,15566.3857421875,14881.18359375,14434.052734375,14789.265625,15525.8095703125,14630.7626953125,14713.2080078125,14317.4990234375,15519.126953125
P26927,MST1,Hepatocyte growth factor-like protein,P26927,HGFL_HUMAN,6,4,7,6,6,7,6,6,5,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,7,6,6180.46337890625,4368.5361328125,6005.26953125,7076.70751953125,8588.509765625,6520.42822265625,6656.09423828125,4992.806640625,2494.236083984375,4668.81884765625,4714.8134765625,4017.550537109375,4515.7431640625,5511.6875,3525.95263671875,4981.4443359375,5071.8828125,4461.0556640625,4774.26806640625,6857.35888671875,6034.1083984375,5107.37451171875,6417.21533203125,5825.7724609375,6015.62451171875,4615.79296875,4808.88818359375,7751.82666015625,6410.88330078125,5263.36962890625,5145.53125
P27105,STOM,Stomatin,P27105,STOM_HUMAN,16,16,17,16,16,17,17,17,17,17,17,17,16,17,17,16,17,17,16,16,17,16,17,17,16,17,17,17,16,17,17,825398.6875,793381.6875,813889.625,837631.3125,826514.25,854439.9375,826249.8125,784747.6875,750328.375,837132.375,784793.0625,804863.25,794316.4375,809803.375,863543.375,906094.25,880539.75,873367,859065.375,815594.375,838758.5,788606.4375,792416.4375,759485.125,754312.4375,754962.875,762422.3125,742398.4375,812637.0625,801952.5,793351.125
P27169,PON1,Serum paraoxonase/arylesterase 1,P27169,PON1_HUMAN,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,11,11,10,10,11,10,10,10,11,10,10,10,860314.9375,934671.25,788118,832659.5625,896795.6875,805425.5,884131.3125,520435.75,535556.3125,515587.5,522726.90625,499686.0625,510250.5,509963,1279617.5,1257835.125,1225644.625,1256561.125,1287041.25,1493708.375,1459071,488028.25,484171.84375,544072.375,533198.1875,481715.125,485236.1875,574996.125,789997.4375,805268,765908
P27348,YWHAQ,14-3-3 protein theta,P27348,1433T_HUMAN,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,36469.69140625,34937.50390625,40711.75390625,39808.1015625,40201.9296875,41281.69140625,38211.23828125,40402.42578125,31833.8515625,38573.55078125,36074.90625,38990.33984375,38213.28125,38026.60546875,42326.9375,42805.640625,42333.4375,41340.734375,40045.234375,38893.3203125,36216.2578125,26634.109375,28638.666015625,25530.115234375,28065.60546875,24184.734375,27725.240234375,23852.392578125,37022.015625,35682.63671875,33083.05078125
P27797,CALR,Calreticulin,P27797,CALR_HUMAN,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,14420.9873046875,19611.6953125,18239.732421875,18540.275390625,15100.208984375,15812.5146484375,15228.8134765625,20945.47265625,22908.259765625,23722.02734375,24949.384765625,23299.55859375,22095.640625,19301.4453125,10458.6376953125,14218.84375,15439.1337890625,13789.388671875,11791.1787109375,13656.4619140625,12355.5107421875,26132.662109375,27220.37890625,30033.91796875,27942.177734375,31703.720703125,30114.900390625,28793.044921875,20152.814453125,21088.662109375,21909.24609375
P27824,CANX,Calnexin,P27824,CALX_HUMAN,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1513.6925048828125,6550.15966796875,1328.697509765625,1175.1104736328125,1048.9228515625,2650.04052734375,1924.6104736328125,2326.765869140625,8405.0380859375,3999.3759765625,3463.20361328125,3425.888427734375,2392.364501953125,2170.606201171875,1492.01171875,957.689208984375,1371.01806640625,1237.347900390625,1076.793701171875,646.4071044921875,906.531005859375,4036.896240234375,3579.291748046875,4182.68310546875,3103.354248046875,4679.06005859375,2949.357177734375,2505.77001953125,1852.594970703125,2955.25927734375,2057.774658203125
P27918,CFP,Properdin,P27918,PROP_HUMAN,6,5,6,6,6,6,6,6,0,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,5,6,6,6,6,7061.27587890625,737.1425170898438,8269.0107421875,8458.3515625,10254.287109375,9542.65625,9439.216796875,8024.63525390625,NaN,8990.02734375,9085.068359375,8806.7109375,9031.111328125,9644.7431640625,8042.64990234375,8121.27099609375,7721.40869140625,6296.40478515625,9826.3359375,9881.9150390625,8479.39453125,6615.10888671875,7491.77490234375,8055.37353515625,8750.2041015625,7792.3671875,6778.515625,9694.60546875,8248.3486328125,8738.609375,8761.2900390625
P28066,PSMA5,Proteasome subunit alpha type-5,P28066,PSA5_HUMAN,14,13,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,78066.921875,73579.34375,79082.2578125,77014.9375,75428.0859375,72360.1484375,75512.6484375,69749.765625,66464.828125,69706.921875,66738.1953125,69794.421875,68507.6640625,65516.51171875,76910.7265625,80465.5546875,79933.8125,82145.5546875,78614.109375,71207.125,74299.6328125,73879.171875,73038.734375,73659.375,77150.6875,75890.4140625,73537.921875,71082.6875,72434.0234375,72821.53125,72858.1953125
P28070,PSMB4,Proteasome subunit beta type-4,P28070,PSB4_HUMAN,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,107473.0546875,103257.1796875,105690.65625,107365.5625,106038.9375,104333.453125,103745.671875,98720.953125,99169.9921875,101063.328125,96795.2734375,98078.390625,101071.1640625,97544.6015625,115429.359375,123525.1640625,119650.578125,124413.359375,119097.296875,113805.84375,113164.8671875,110789.3984375,106699.71875,107554.328125,109757.4453125,98209.109375,106583.1875,108931.0078125,107001.265625,104332.671875,97759.3046875
P28072,PSMB6,Proteasome subunit beta type-6,P28072,PSB6_HUMAN,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,114379.9765625,140325.203125,119400.53125,120068.2890625,132080.890625,122968.359375,113430.1328125,121214,139619.484375,121488.8515625,114626.890625,111969.15625,115185.578125,104908.953125,138834.375,138969.453125,142670.734375,145277.75,136710.59375,124473.3125,125174.5234375,134249.84375,128951.984375,119650.2734375,111213.125,121120.8828125,132052.828125,116774.6328125,124760.828125,128121.296875,119017.453125
P28074,PSMB5,Proteasome subunit beta type-5,P28074,PSB5_HUMAN,10,11,10,11,10,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,72985.6875,74498.390625,70346.796875,66646.390625,66969.265625,71673.890625,66398.2890625,62756.85546875,78152.703125,68649.3203125,66592.2109375,65044.51953125,61932.7109375,61227.5234375,72146.53125,76808.5625,79051.6484375,73723.6640625,72117.84375,73568.1875,71381.890625,69583.46875,70631.28125,72749.4765625,65202.546875,65649.28125,69874.3671875,65286.73046875,66658.7421875,70748.21875,70989.4609375
P28161,GSTM2,Glutathione S-transferase Mu 2,P28161,GSTM2_HUMAN,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,9677.810546875,8513.640625,9269.0185546875,9144.5400390625,9700.86328125,8585.515625,8926.294921875,9168.00390625,9629.9130859375,9013.876953125,8472.6796875,9094.951171875,8587.78125,10066.3330078125,9836.693359375,10231.42578125,9010.44140625,9773.3759765625,10257.9873046875,8943.6884765625,10610.296875,4277.416015625,5165.326171875,4859.5634765625,3158.346923828125,3365.9248046875,3631.77294921875,3775.64501953125,7674.31005859375,7910.5234375,8085.1220703125
P28289,TMOD1,Tropomodulin-1,P28289,TMOD1_HUMAN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,71150.171875,71411.6875,72570.203125,71179.5234375,70395.125,71899.921875,73414.890625,68347.078125,69738.265625,70154.96875,69363.7421875,72622.21875,72021.859375,71025.6953125,70142.71875,68138.015625,69464.46875,68178.109375,70109.25,66812.7109375,65260.12890625,74039.5078125,72438.3046875,69481.4453125,71059.984375,72255.5546875,74512.671875,69503.3359375,69394.875,69078.7265625,69287.984375
P28332,ADH6,Alcohol dehydrogenase 6,P28332,ADH6_HUMAN,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.866641044616699,4.405282020568848,0.011695371940732002,NaN,NaN,NaN,NaN,NaN,2.1468167304992676,NaN,NaN,NaN,0.4383624792098999,NaN,NaN,NaN,0.5798187255859375,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P28482,MAPK1,Mitogen-activated protein kinase 1,P28482,MK01_HUMAN,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,9569.537109375,8279.197265625,9867.6162109375,9239.6181640625,9255.447265625,8101.91357421875,8795.89453125,10082.021484375,8748.787109375,11004.2470703125,9290.7275390625,11272.84375,9601.36328125,9717.197265625,12154.951171875,12076.021484375,12916.751953125,12512.95703125,11630.8896484375,12299.2880859375,13841.751953125,10307.224609375,9928.828125,10487.4189453125,9129.3974609375,9964.2763671875,10376.30859375,8544.4970703125,10250.439453125,10526.734375,9814.3408203125
P29144,TPP2,Tripeptidyl-peptidase 2,P29144,TPP2_HUMAN,39,36,39,39,39,39,39,39,38,39,39,38,39,39,39,39,39,39,39,39,38,39,39,39,39,39,39,38,39,39,39,36093.46875,39947.421875,38261.91015625,37591.4921875,36237.6875,37973.80859375,37629.01953125,37950.22265625,40830.07421875,37905.515625,36836.9921875,37850.03125,38384.4453125,38031.421875,36202.515625,36012.33203125,36972.09375,37198.25,35193.5703125,36134.140625,36594.67578125,35577.265625,34090.44140625,33827.96875,34110.6875,35081.59375,36305.20703125,33549.4453125,36282.53515625,37279.57421875,35553.99609375
P29401,TKT,Transketolase,P29401,TKT_HUMAN,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,25,26,26,26,170765.78125,185121.953125,174629.21875,179238.859375,179806.125,172588.359375,178446.78125,183369.15625,208399.8125,186984.796875,193521.59375,193474.203125,195086.296875,184907.953125,196293.4375,198788.546875,200180.203125,210774.125,196605.6875,193753.921875,195646.234375,151001.203125,151197.953125,150773.359375,150605.9375,154392.09375,158961.6875,143681.109375,173725.1875,171941.421875,176860.03125
P29622,SERPINA4,Kallistatin,P29622,KAIN_HUMAN,16,17,16,16,16,17,16,17,17,17,17,17,17,17,17,17,17,16,16,17,17,17,17,17,17,17,17,16,17,15,17,76238.5234375,87921.3984375,66330.5,66544.25,72576.3046875,62474.33984375,68453.5625,82461.7109375,108036.640625,77193.546875,83571.4765625,79801.1875,76728.6015625,80807.6640625,84100.078125,76791.78125,76881.890625,78603.8671875,79377.625,86570.4296875,89967.4375,75768.109375,72715.0546875,76952.1875,75222.2265625,72501.578125,71235.671875,78879.0625,76477.6875,76722.171875,78225.0078125
P29972,AQP1,Aquaporin-1,P29972,AQP1_HUMAN,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15631.96875,NaN,16606.98046875,17370.666015625,17538.578125,15044.0751953125,15635.6103515625,13517.71875,20213.95703125,14562.08203125,14835.0927734375,15362.865234375,17231.484375,14770.6923828125,17615.083984375,14002.271484375,16044.8974609375,15806.771484375,17124.298828125,16356.908203125,16737.087890625,15284.5810546875,13876.505859375,15568.65234375,13886.4873046875,15353.048828125,18279.033203125,14923.9560546875,14913.2373046875,16557.12890625,16397.83203125
P30041,PRDX6,Peroxiredoxin-6,P30041,PRDX6_HUMAN,49,48,48,48,48,50,48,48,48,48,48,48,48,50,48,48,48,48,48,48,48,48,49,49,48,49,48,49,48,48,48,2106271,2122185.25,2108813.25,2070469,2066273.125,2074394.5,2039318.625,2841414.5,2842861,2803450.75,2814949,2815507.75,2810837,2740085.25,2127683.25,2109559,2131989.25,2167915,2163026.75,2052456.625,2061181.625,2361730,2301611.25,2191769.75,2286034.75,2320523.25,2332808,2193141.75,2271050.5,2269440.5,2238455
